uuid,MEAN_RR,MEDIAN_RR,SDRR,pNN25,pNN50,HR,condition,Synthesized_Heart_Rates,Heart_Rate_1,Heart_Rate_2,Heart_Rate_3,Heart_Rate_4,Heart_Rate_5,Heart_Rate_6,Heart_Rate_7,Heart_Rate_8,Heart_Rate_9,Heart_Rate_10
89df2855-56eb-4706-a23b-b39363dd605a,885.1578446,853.76373,140.9727412,11.13333333,0.533333333,69.49995211,no stress,"[84.38553941 73.22875934 89.65063615 62.19844535 77.75696449 71.94291855
 72.87336714 62.88585337 58.71491116 55.95496269]",84.38553941371612,73.22875933660349,89.65063615424525,62.19844535194011,77.75696449192515,71.94291855318706,72.87336713576374,62.88585336884571,58.71491116251968,55.95496269248621
80c795e4-aa56-4cc0-939c-19634b89cbb2,939.4253707,948.357865,81.31774203,5.6,0.0,64.36314993,interruption,"[65.55075395 54.54445902 70.72153767 63.88620194 56.36443438 69.71581407
 82.24297598 60.25039013 56.27488585 68.96337149]",65.55075395368257,54.54445901542839,70.72153767219662,63.8862019364031,56.36443437579123,69.71581406764973,82.24297598188642,60.25039012535575,56.274885852791115,68.96337149158644
c2d5d102-967c-487d-88f2-8b005a449f3e,898.1860468,907.00686,84.49723585,13.06666667,0.2,67.45006559,interruption,"[71.39472565 64.51972011 55.32977357 73.6365822  74.87210884 69.11700755
 67.60522249 76.24959611 62.52831364 61.86964811]",71.39472564744075,64.51972010564461,55.329773569153225,73.63658220335566,74.872108839243,69.11700754869665,67.60522248997721,76.24959611007834,62.52831363734535,61.86964810612242
37eabc44-1349-4040-8896-0d113ad4811f,881.7578645,893.46003,90.37053724,11.8,0.133333333,68.8095618,no stress,"[ 67.49375333  67.88112557  73.67201062  72.31219165  54.13434656
 101.87266135  74.6437268   71.91640105  61.72779089  67.5331506 ]",67.49375332983328,67.88112557082235,73.67201062347304,72.31219164652546,54.13434656212671,101.8726613514535,74.64372679733688,71.91640104795975,61.72779089248396,67.53315059800327
aa777a6a-7aa3-4f6e-aced-70f8691dd2b7,809.6253311,811.184865,62.76624216,20.2,0.2,74.56572752,no stress,"[77.15692365 74.52116372 76.21979028 69.91246099 77.87818462 73.83914707
 64.02134769 74.58440556 77.06798788 74.93785424]",77.15692364503755,74.52116371787007,76.2197902811927,69.9124609884712,77.87818461710089,73.83914706972855,64.0213476900921,74.58440556121589,77.06798788319682,74.93785424297984
fe7b4ab0-42d3-48d0-8479-7b022d6af0bc,923.2838661,617.79416,517.5365438,1.2,0.6,81.34225389,no stress,"[ 36.07660233  29.63053547  66.71069385  50.18259924 117.04633526
 223.88885805 111.29418762 112.23914168  39.96221894  89.39871099]",36.07660232950115,29.63053547123544,66.71069385108322,50.1825992378108,117.04633525991116,223.88885804813563,111.29418762188905,112.2391416759621,39.96221893546313,89.3987109923497
d324b1ee-aaa1-4edb-9b46-c597cb0bbd8c,973.252908,964.65002,82.40517932,2.0,0.0,62.095066,no stress,"[72.62032125 69.19887282 58.29696132 56.88183407 66.12672129 63.57224821
 56.77661081 73.64273432 63.32847252 74.04877861]",72.62032125193977,69.19887281594579,58.2969613150336,56.881834068791306,66.12672129462317,63.57224821077709,56.776610809010435,73.64273432193113,63.32847252463188,74.04877861305927
cf272c21-98d8-45c1-9e2b-5ed1fe1864bd,715.9146819,679.499395,131.4771513,2.533333333,0.2,85.85770333,no stress,"[ 99.62621632 146.09653777  92.81800131  80.42367159  71.26166742
  82.19123689  90.50121415 146.2593821   84.67362525  91.03288147]",99.62621632065044,146.0965377672416,92.81800130871171,80.42367158762102,71.26166742342112,82.19123688840095,90.50121414752083,146.25938209714425,84.6736252494808,91.0328814726535
c65dcfb0-1774-4a2a-aa45-271083faeeaa,814.2570213,827.52283,87.01445866,7.733333333,0.8,74.58885654,interruption,"[65.27899588 73.6991345  87.35967971 58.69300738 77.21574582 79.33618564
 67.38790471 79.47065492 63.09505492 78.0351802 ]",65.27899587559894,73.69913450488245,87.35967971386857,58.69300737791967,77.21574582494712,79.33618564204842,67.38790471308769,79.4706549236098,63.09505492356397,78.0351802019477
79977df1-0e09-4873-bb31-15581002200b,959.694591,957.8956,54.90452863,3.266666667,0.2,62.72699758,no stress,"[67.33055335 64.48180488 64.14258078 60.62770772 66.05248035 62.4426626
 60.83898227 66.18608974 62.04702369 65.57189662]",67.33055335221648,64.48180487631706,64.14258078201415,60.62770771545794,66.0524803470367,62.44266259640793,60.838982268054366,66.18608974463088,62.04702368702946,65.57189661961488
08fded5c-93f9-4e30-9b63-3dc967aa81e1,848.6209148,851.57313,57.88633609,8.133333333,0.0,71.0401156,time pressure,"[72.22979395 68.15471085 64.70544643 67.63911549 65.04268109 66.58675531
 68.53375656 65.03729586 77.13413715 71.62821693]",72.2297939487594,68.15471085209735,64.70544642516788,67.63911548747973,65.04268108620886,66.58675531044045,68.5337565566099,65.03729586076379,77.13413715237554,71.62821692605546
ba6a9a9b-5c8b-4c9a-be89-0283898b2d96,933.5856051,893.898605,130.0819031,11.53333333,1.066666667,65.44386987,no stress,"[68.42374892 54.63992443 75.61339095 70.04101403 75.35481526 59.08695244
 62.93326716 69.92252621 71.30208155 68.31026341]",68.42374892187777,54.63992443454292,75.6133909519976,70.04101403424325,75.35481525986854,59.086952441463666,62.93326716339448,69.92252621227979,71.3020815486298,68.31026340947344
0ad9c78e-6f55-4796-a56c-c3bf1942d652,708.8872922,699.62693,114.0183958,5.0,0.266666667,87.10376282,no stress,"[ 91.28985133  84.13303635  72.10257916  84.22453365  83.03732046
  82.03963852  99.52431171  69.70956991 131.75147303  93.83279694]",91.28985133495766,84.13303635029727,72.10257916192471,84.2245336541053,83.03732045758599,82.03963852084094,99.52431171432559,69.70956990874971,131.7514730314704,93.83279694011524
2193cdd9-d70d-41fa-af44-f4c13ca32ced,772.7466067,775.00477,51.61021081,2.0,0.066666667,77.9969138,interruption,"[66.31598342 82.06537267 75.64881142 78.0497377  74.16038314 85.56650977
 78.09790676 79.39156202 75.02114262 77.41551332]",66.31598342148388,82.06537266872824,75.64881142061574,78.04973769931168,74.16038314446173,85.56650976813948,78.09790675629534,79.39156202050957,75.02114262246899,77.41551332300146
84296f82-2500-4421-954d-995024663ef4,810.7478068,813.95741,60.4710908,21.93333333,0.0,74.43309422,no stress,"[75.81420964 78.52226421 74.91248944 85.06179443 77.45508617 70.5039271
 67.68229184 86.98387906 77.81351676 71.62161988]",75.81420963828388,78.52226421348676,74.91248943558435,85.06179442708357,77.45508616771158,70.50392709995332,67.6822918435585,86.98387906348452,77.81351675608401,71.62161987756635
376e5859-95dd-4707-a532-7c49c2073857,627.7869333,618.86808,121.4178375,11.73333333,1.4,99.32867022,no stress,"[155.1882074  135.35310308  84.39438669  93.81196306 116.23065234
  92.64820952  72.01756918 126.32893986 114.146668   106.80293187]",155.18820739791767,135.35310307887397,84.39438668708623,93.81196306314177,116.23065234039102,92.64820952076684,72.01756918345674,126.32893985808062,114.14666800170086,106.8029318713696
b8b7dc32-e61c-4866-bfe2-6dd9d7a69c4a,925.6988472,937.190295,147.6702901,8.333333333,0.733333333,66.59425498,no stress,"[65.93378299 53.96014017 62.44222087 67.65084207 69.59445387 59.38874227
 55.16930875 58.70179497 55.51856109 59.67828567]",65.93378298788755,53.96014017090173,62.442220867967514,67.6508420708502,69.59445387084907,59.38874227071413,55.16930875229147,58.701794972088514,55.51856109239238,59.67828566759729
0a3c3b1b-6503-490a-85e2-91dfb76f4191,761.9227151,777.496885,108.3473764,13.6,1.333333333,80.96198497,no stress,"[ 64.47049294  61.11610102  77.38723259  88.83226765  80.94189721
  83.08276855 133.10836458  87.92435344  68.7153465   80.40666127]",64.47049294439012,61.116101024911785,77.38723259424248,88.83226765217213,80.9418972057372,83.08276854884187,133.10836458016058,87.92435344360774,68.71534649750187,80.40666127081134
de0c5af7-787c-461f-aa85-1e079bc01f96,776.4001781,775.153655,50.2057799,2.466666667,0.0,77.60486873,time pressure,"[72.6315281  69.99410794 78.58431286 68.70766656 83.36268574 74.20791888
 82.90185135 75.01561123 79.49614108 83.08600247]",72.63152810065863,69.99410794249249,78.58431286167436,68.70766655661406,83.36268573826754,74.20791888279159,82.90185135021574,75.01561123136774,79.4961410791427,83.08600246696084
a30c6eb9-70ac-4931-b3a6-85d15562651d,810.5444307,822.2657,82.6692343,5.8,0.866666667,74.88463089,interruption,"[78.73599004 67.75542989 77.39955944 78.99000998 70.21304714 80.78577368
 67.55104075 79.12724977 74.56628982 83.77861353]",78.7359900435773,67.75542989059228,77.39955943906355,78.990009979869,70.21304713864411,80.78577367793757,67.55104075437252,79.12724977208127,74.56628981754002,83.77861353419468
e2a8637b-bc58-4979-aa1a-aabadef99b4a,801.0011941,786.00413,107.7146206,1.066666667,0.0,76.11047407,no stress,"[ 58.11875234  83.97247017  87.70463001 102.79685252  81.59415595
  67.60162969  67.3350661   69.61170924  86.98307642  76.18349384]",58.118752342045354,83.97247016654093,87.70463001050014,102.79685251989147,81.5941559491661,67.60162968871111,67.33506609676172,69.61170924250712,86.98307642112212,76.18349384235505
28f8941e-e36a-4f5c-9cdd-9f1e715b05ed,811.1076348,799.783605,101.2528177,1.133333333,0.0,74.99929266,no stress,"[66.57101257 74.89892426 72.24200376 80.66536019 80.73521357 71.43465868
 80.84509478 77.18918295 93.2614989  64.62608275]",66.57101256749338,74.8989242551157,72.24200375725096,80.66536018688979,80.73521357169206,71.4346586750879,80.84509477823595,77.18918294894912,93.26149889978299,64.62608274615904
5ed29c6c-03c7-497f-bbb1-da01451f5967,793.6120423,720.74711,199.9621619,8.266666667,0.666666667,79.49135262,time pressure,"[ 50.37332166  73.6688688   89.00705803  66.61503672 105.18539556
  75.39809438 103.65809356 108.11878152  79.64296159  58.47752746]",50.373321661638364,73.66886880321616,89.00705803325532,66.61503672412842,105.18539555724378,75.39809438339863,103.65809356398009,108.11878151614884,79.6429615869025,58.477527458963024
a02ca3cd-b39a-4cb0-a424-340ad92f323a,994.5599086,1006.96165,107.655379,25.66666667,1.733333333,61.14462541,interruption,"[58.53791717 59.24485317 49.0902054  62.88568071 68.82648753 58.43754763
 54.98595265 61.10468656 53.19430736 67.36782155]",58.53791716891745,59.24485317370749,49.09020539693139,62.88568071032676,68.8264875349486,58.43754762798038,54.98595264935687,61.104686557035194,53.194307357490274,67.36782155358348
41477fa6-edd2-4124-85fb-9b09d5066d3d,775.171469,787.865115,90.13584792,5.0,0.6,78.56044757,interruption,"[71.90284722 75.81806523 68.8786142  76.70632497 78.97643735 75.28546688
 74.11567063 88.19158633 71.84043726 87.16611742]",71.90284721682478,75.81806522756938,68.87861420357183,76.7063249669804,78.97643735389045,75.28546688231579,74.11567062988341,88.19158633277988,71.840437257641,87.16611742075287
69b0a815-f78d-4346-bde8-ed4506e74e86,729.5015011,722.51064,80.94700886,31.8,1.933333333,83.25287781,interruption,"[73.56941984 76.73044879 99.36728356 69.53192448 85.70097353 92.27233498
 99.83883643 90.57805274 76.84594041 76.45544078]",73.56941983603718,76.73044879319714,99.36728355513985,69.5319244847359,85.7009735298568,92.27233497654575,99.83883642808343,90.57805273721976,76.8459404131679,76.45544077755804
5f0e2507-738e-4e1b-89ce-355ced99683c,864.2132614,865.003415,92.35456926,27.8,1.333333333,70.25489043,interruption,"[74.66720052 72.55463402 62.4768527  65.77383221 60.55370524 71.282781
 82.76819087 78.8379904  66.46258724 68.89492049]",74.6672005225208,72.55463402375496,62.47685269590359,65.77383220833849,60.55370523791272,71.2827809982798,82.7681908650506,78.83799039543968,66.46258723807401,68.89492049212349
245ec62a-e9fa-4b10-bb0a-15dacb9501c6,922.0927323,948.66551,108.4437982,3.8,0.0,66.06419164,no stress,"[61.58928884 60.19965029 59.70302732 60.69351482 58.35129856 70.85824228
 58.81053902 86.58850833 65.29086034 54.49445781]",61.58928884115214,60.19965029002131,59.70302731796997,60.69351481550641,58.35129856422869,70.85824227639306,58.81053901940919,86.58850832894046,65.29086034069437,54.49445781312233
9d5c7b0e-a445-483a-aaf1-053c29a41319,571.6601676,567.469775,46.25494741,1.533333333,0.133333333,105.6007765,time pressure,"[ 94.40228423 104.7303528  115.51696767 119.66410551 112.86090594
 102.71372626 118.74206067 115.07077598 102.57736586  91.57928223]",94.40228423134779,104.73035279621435,115.51696766653623,119.6641055102146,112.86090593509721,102.71372625729663,118.74206067345403,115.07077598086963,102.57736585858603,91.57928222754606
8cdf53f4-822a-4001-b303-0e3c4008170f,863.244837,859.2099,70.40095499,8.4,0.733333333,69.9648178,no stress,"[75.30747586 76.03475167 66.91632554 75.75061461 72.23406863 69.4013503
 64.73286689 66.39358644 71.4539726  64.95726438]",75.30747585852762,76.03475166738863,66.91632553747408,75.75061460799678,72.23406863110132,69.40135029922199,64.73286689053361,66.39358644397804,71.45397260165122,64.9572643807137
456d637d-b943-425f-813d-1a177b7d0de8,739.8203525,738.786565,47.15178637,1.333333333,0.0,81.43192957,no stress,"[87.76072531 83.75078963 81.9933363  77.81284017 80.96902583 75.58672748
 86.79468366 88.02349632 73.46846486 74.89868892]",87.76072531210671,83.7507896251296,81.99333629810017,77.81284017301695,80.96902582554537,75.58672747970667,86.794683658668,88.0234963170255,73.46846485638605,74.89868892473073
7b152056-652f-4f55-b170-b59420e0ea87,983.3893159,985.300405,123.8708945,26.66666667,1.666666667,62.04061431,no stress,"[65.0435265  48.37147867 51.25119074 49.73084067 73.29175693 59.30544048
 49.34630939 68.55739621 57.93587207 71.39107356]",65.04352650186664,48.371478673181606,51.25119074304573,49.73084067393412,73.29175692895686,59.30544048492215,49.34630939360859,68.55739620809995,57.93587207130698,71.3910735631371
0db964ca-b817-4c97-a81b-4d731b0835f5,771.6711513,775.62657,44.13138527,1.0,0.0,78.01353481,interruption,"[82.23746448 87.31702729 77.00180139 86.21009748 80.2886439  83.55164796
 74.00034847 85.15214282 75.9982448  80.35761833]",82.23746448153705,87.3170272929623,77.00180139113189,86.2100974821979,80.28864389700591,83.55164796186531,74.00034846880548,85.15214282408442,75.99824479908975,80.35761832831552
893f9247-bf96-425a-b4a0-b22739df35cb,925.6768888,937.16168,147.667441,8.333333333,0.733333333,66.59573127,no stress,"[55.47533637 53.42767228 59.20140393 74.43764701 79.59793845 77.09950478
 69.22819543 43.74390733 71.22521582 56.42988154]",55.47533636796448,53.427672283345736,59.2014039261725,74.43764700787838,79.59793844666758,77.09950477974351,69.22819542623012,43.74390733098957,71.22521582211326,56.429881543416556
4c430278-5439-4db3-a362-9ba126cacf2b,856.0275776,779.98412,234.0033066,9.333333333,1.466666667,74.7814992,interruption,"[ 72.33987398  53.17057346 101.56278658  66.62013108  62.21122752
  92.98331678  88.15923145  49.61785897  97.37059391  71.69285998]",72.33987398069694,53.17057345701656,101.56278657900643,66.62013108080123,62.21122751806868,92.98331678154004,88.15923144805316,49.617858973335366,97.37059390759134,71.69285997980937
04083496-befc-4ca4-a7ea-ef846917ad3d,938.1048518,943.61449,80.50152143,3.8,0.133333333,64.45154948,time pressure,"[67.51292982 62.32725384 63.5358148  64.44134381 65.75797357 65.81341231
 63.89614974 59.87575711 67.90719051 70.93283889]",67.51292981538403,62.327253837464795,63.53581480271969,64.44134381260183,65.75797357440472,65.81341231253951,63.89614974224388,59.8757571134329,67.90719051235484,70.93283888937101
f7f8d81c-67cc-4f85-9c14-0d1c1f034c2b,949.9758168,958.19505,67.98474581,5.2,0.2,63.49186209,time pressure,"[65.23811016 60.11136793 68.97986299 77.40623562 64.31603825 64.98145517
 66.69665912 67.90178521 63.27033177 59.60788718]",65.238110156419,60.1113679280726,68.97986299419847,77.40623562116915,64.31603825153982,64.98145516623083,66.69665911503323,67.90178521096549,63.27033177359355,59.60788718137693
864e343b-1dea-449f-a021-aedb84c9815d,822.1515483,761.172695,262.776917,11.06666667,2.133333333,80.23826714,interruption,"[ 88.87541284  52.77288575 120.33816855  64.64622314  81.08842492
  60.86356839  78.3020948   74.72884298  85.23625321  92.23062791]",88.8754128429945,52.77288575332876,120.33816854871058,64.6462231384134,81.08842492402738,60.863568390611455,78.30209480195165,74.72884297530355,85.23625320939075,92.23062790504672
0639d208-242c-4a0d-821e-61b9ecb1b2f5,714.8008667,705.55888,75.70931973,25.86666667,1.533333333,84.85325308,no stress,"[ 90.3141917   93.09952649  70.52253238  82.85669143  99.24402878
  79.45312193 107.12997642 101.88854812  88.73091899  77.8652335 ]",90.31419170364092,93.09952648749464,70.52253237960478,82.85669142540686,99.24402878184222,79.4531219325897,107.12997642016562,101.88854812321796,88.73091899120979,77.86523349597117
aa80f24b-46c1-4cad-b7ca-5dbef0cae08d,792.2463529,791.19509,51.09512386,2.933333333,0.266666667,76.05469631,no stress,"[85.01130093 73.95028591 74.89689174 70.47775773 79.76998694 85.04767571
 78.16764219 79.06924069 80.20016088 76.8018533 ]",85.01130093451175,73.95028590712079,74.8968917419335,70.47775773365144,79.76998694198352,85.04767571174726,78.16764218690918,79.06924068755144,80.2001608781115,76.80185329501703
5c08783a-acbe-42a2-ab17-cb701bc870e5,854.3363245,842.601215,117.4852587,11.86666667,1.0,71.39303231,time pressure,"[ 67.95981028  75.71091162  67.42872777  56.11164402  83.05000899
  85.9503923  120.62675479  79.72695231  73.72816246  77.85539241]",67.95981027546284,75.71091161963376,67.42872777279501,56.111644018222705,83.05000898972006,85.95039229712945,120.626754794351,79.72695231081644,73.72816246385078,77.8553924134118
ac9499a7-4606-4d06-9db0-162cfcdd3db7,797.7778075,783.21234,107.3304894,1.133333333,0.0,76.40539644,no stress,"[73.94935919 71.08541616 61.15137209 70.68080898 72.93021653 88.50008282
 90.89330395 78.04721074 70.38228378 70.25524754]",73.94935918800256,71.0854161582739,61.15137208952904,70.680808982468,72.93021652953728,88.50008282189587,90.8933039526523,78.0472107372234,70.38228377638714,70.25524753635482
5701257d-f3cc-4ab0-84ad-c79bed3aee54,771.8306245,775.532645,45.08063283,1.266666667,0.0,78.00991177,interruption,"[93.89416648 75.78255537 74.74890694 76.65206285 77.57116606 81.95356854
 81.66155535 76.36811622 74.47472526 74.58661166]",93.89416648497084,75.78255536912346,74.74890693527688,76.6520628494252,77.57116605788258,81.95356854295146,81.66155534762574,76.36811621511771,74.47472526435762,74.58661165564571
b8a505a0-011f-49fe-9c4e-a75d73c11d4c,789.8233839,796.258165,62.32162658,4.133333333,0.4,76.46465224,no stress,"[70.24475563 70.160798   75.44433861 80.46146889 76.30945283 76.68658584
 77.8512724  80.39924408 70.97022916 77.19726041]",70.2447556254364,70.16079800132148,75.44433861352749,80.46146889265107,76.30945283006722,76.68658584353355,77.851272403649,80.39924407698985,70.97022915733659,77.19726041451709
b52147a5-96bf-46e0-807d-2de004a11d31,797.5565245,665.97928,359.8890224,12.2,2.933333333,87.55435922,no stress,"[ 76.45636686  83.78879216  51.95204789  73.09024135 213.05481844
  72.39006425  80.3978217   81.38105208  95.86815863 117.70159036]",76.45636686001484,83.78879215925004,51.95204789043661,73.09024134608036,213.05481844325556,72.39006424756427,80.39782169589704,81.38105208402591,95.86815862933982,117.70159035830862
9758db5e-870b-43bc-83ff-43ad8183bd56,775.2157269,775.116805,40.65308808,1.8,0.0,77.61250482,no stress,"[81.27862574 74.13509799 80.79926422 81.32416005 86.78314809 72.93725498
 77.47555813 80.36818075 71.69168891 80.15823871]",81.27862574203317,74.13509798910164,80.79926422146369,81.32416005257795,86.78314809130464,72.93725497774335,77.47555812774524,80.3681807515387,71.6916889148532,80.1582387120033
3aa10b58-1e2d-4261-b337-2ce02344371b,997.6272109,994.45881,95.81033074,24.86666667,1.533333333,60.70533376,interruption,"[58.92552067 57.45097359 66.03291087 55.54415477 61.33897007 66.96500305
 68.48043392 56.17340921 53.24881527 58.71647468]",58.925520668619534,57.45097359356192,66.03291087331066,55.544154772570764,61.33897006720685,66.96500304905051,68.48043391827338,56.17340920708034,53.248815265295,58.716474676574244
07991424-070f-45f7-a940-2dac80bc53c2,817.3710611,816.26726,52.52969543,18.26666667,0.066666667,73.71455049,no stress,"[71.10352342 74.8165647  72.05700154 78.62916703 73.76312604 72.14865772
 77.03323651 69.57784878 76.5646891  69.65222762]",71.10352342088646,74.81656469995026,72.05700153642462,78.62916703469142,73.76312603713802,72.1486577193863,77.03323651255684,69.57784878367593,76.56468910484675,69.65222762426397
bbfb71cb-eac1-47d7-9bbd-5fd252e1cf37,787.196185,786.734565,50.24370909,5.333333333,0.0,76.5354262,no stress,"[75.18128975 86.18510051 73.36697975 80.19456677 73.84355173 79.34231325
 82.00059659 81.11916275 82.90417778 76.70357436]",75.1812897458278,86.18510050676687,73.36697975458088,80.19456676746262,73.84355173295513,79.34231324882988,82.00059659237368,81.11916275075784,82.90417778112555,76.70357435775948
203163af-6d84-4593-b191-caad666d76f0,766.4249848,770.59323,65.3229663,1.533333333,0.0,78.8914188,interruption,"[82.49573587 76.84455003 81.67196139 82.38591621 86.99786181 77.09825061
 83.24518449 76.60079902 80.94363662 77.35577185]",82.49573586809855,76.8445500331034,81.67196138663064,82.3859162104612,86.99786181238206,77.09825060886686,83.24518448603004,76.60079901532114,80.94363661863929,77.35577184797846
59df6e41-a56c-45c3-b81b-3346e94cd70f,1022.57853,1019.9713,97.31221067,24.13333333,1.533333333,59.21439827,interruption,"[53.41446085 50.74211171 57.19211389 62.76500122 50.05135389 51.75182598
 61.76034059 60.37479486 56.75389874 63.32100212]",53.41446084765883,50.74211170756791,57.19211388520532,62.76500121857562,50.05135389193663,51.751825983192354,61.760340593295545,60.37479485867876,56.7538987385369,63.32100212413988
2728ac5e-a85e-423f-bf4f-3d516f8ad81f,787.2624685,797.62179,86.41751587,6.8,0.8,77.17927992,interruption,"[89.1008112  74.94745144 80.46975269 76.23987205 66.58309775 82.63188049
 67.0749033  91.72338557 70.89274175 88.15445337]",89.10081120461946,74.9474514404742,80.46975268989672,76.23987204532938,66.58309774748359,82.63188048772474,67.07490330195839,91.72338556512405,70.89274175392528,88.15445336952874
eaedce8b-d82b-4dc3-a0b0-0104bede8a44,1050.397293,1003.92005,310.6274118,12.2,2.6,62.70004759,no stress,"[81.8373148  43.9005799  50.56275428 59.51312958 65.32354321 61.22597417
 47.38133736 40.96987305 39.36821226 96.90035847]",81.83731480295606,43.900579897198654,50.56275428044437,59.51312957712832,65.32354321168025,61.225974167779945,47.38133736206405,40.969873053093195,39.368212262716895,96.90035846710042
8a6106b2-f4dc-44d7-8a49-5690bc02a676,759.5248097,761.42964,55.90174733,0.533333333,0.0,79.43383884,interruption,"[84.1789104  78.23870855 87.30394145 75.87249338 74.35157525 81.30702108
 76.35589223 82.98111821 83.39399072 78.29211245]",84.17891039841821,78.23870854792831,87.30394144829098,75.8724933752031,74.35157524945522,81.3070210834057,76.35589223272383,82.98111821135628,83.3939907164904,78.29211245126474
f4cdba60-66bd-4e39-9fe3-b2d00d7f671f,930.8841579,935.801615,79.56657186,7.0,0.0,64.93270754,interruption,"[72.87455701 70.93792393 62.39393517 70.31492582 59.69526408 64.66566532
 62.69429335 66.08373148 68.82150833 63.06259738]",72.87455700707973,70.93792392846302,62.39393516619803,70.31492582426735,59.69526408443538,64.6656653240784,62.69429335178401,66.08373148439082,68.82150832703636,63.06259738329922
5b002092-16c3-473c-ab73-7b18ec0e72ea,832.8546421,877.359045,146.1066937,11.33333333,1.6,74.63255709,no stress,"[69.40955738 90.19884951 97.63413064 58.01701609 75.76866529 87.63425584
 64.76774187 60.69972554 80.77106569 72.31382109]",69.40955738287573,90.1988495080691,97.6341306358654,58.017016087009075,75.7686652949372,87.63425583863462,64.7677418735357,60.69972554046834,80.77106568854008,72.31382109215231
bd930163-3348-4f0b-af41-1cba437de9cd,766.5930198,747.62456,163.3121889,7.8,1.066666667,81.45291423,interruption,"[56.03229218 79.80431627 63.33604197 81.05761059 60.00128642 61.29510323
 66.13424368 97.62677128 79.62871575 82.29315783]",56.032292181429206,79.80431626673322,63.33604197142655,81.05761059476237,60.001286422670574,61.295103225215115,66.13424367997841,97.62677128391778,79.62871574801838,82.29315783194983
f7b70c4e-ff5b-4f97-9c58-f2beeed759d5,1098.972912,1093.78705,101.0766064,14.13333333,0.8,55.08265411,interruption,"[56.5147468  54.73598905 54.93871748 48.06495157 54.36365516 59.43149319
 48.24657422 54.50102438 54.09062544 48.91050952]",56.514746800063406,54.73598905382524,54.93871748010414,48.06495157281102,54.36365516097937,59.43149319128636,48.24657422311941,54.501024379838846,54.09062543678987,48.91050952025793
cfc694a7-01f2-447d-bf75-44d88806f945,875.1250105,880.882475,88.97399005,9.533333333,1.6,69.34103357,time pressure,"[69.72018004 72.3520076  66.7001504  68.25013686 63.87333372 59.66360331
 68.89086064 71.03628708 72.12023114 75.55515909]",69.72018004188918,72.35200759747386,66.70015039634018,68.25013685939729,63.87333371539526,59.66360330518439,68.89086063749403,71.03628708044721,72.12023113781423,75.55515909172574
bd39ff15-18cc-403e-9f8e-5c9817c73de8,766.9481816,765.74241,56.61537905,3.133333333,0.2,78.66145569,no stress,"[81.06536752 66.40962399 74.72664769 75.60738721 81.193499   72.1648414
 79.43747852 69.79484581 88.70524718 87.02461954]",81.06536752023241,66.40962399274297,74.72664768730188,75.60738720931796,81.19349900473213,72.16484140395957,79.43747851554885,69.79484580732701,88.70524718062639,87.024619536221
ee3a2118-e3da-48fa-9145-23c1fe55f0ec,924.5860466,920.73903,83.57151255,3.866666667,0.133333333,65.43943865,time pressure,"[70.1672642  69.20080453 66.57712431 62.81785892 78.74637049 70.52172278
 63.15406904 63.3554827  71.60933643 60.3674441 ]",70.16726419991673,69.20080453416348,66.57712431030225,62.81785892055085,78.74637048990908,70.52172277598764,63.15406903904001,63.35548269784832,71.6093364303073,60.367444101651365
2a7c604e-58db-431a-93e9-3337d5ebcd23,697.732585,693.940875,69.92144206,20.66666667,1.0,86.86831325,no stress,"[92.4040062  78.27947315 72.8015915  92.85521916 75.41600118 88.76801957
 96.02949362 84.27186509 88.30316989 87.21832722]",92.40400620190603,78.27947315150304,72.8015914963174,92.8552191611504,75.41600117601473,88.76801957111935,96.02949361814717,84.27186508787135,88.30316989329847,87.21832722051514
